epoch,train_loss,val_loss,val_dice
59,0.36116923475432733,0.4711943484666779,0.5650761884671972
60,0.34683470481741646,0.4916016214241193,0.5602380548519277
61,0.3430974243697757,0.44075781670142344,0.6105693370063018
62,0.31691428974181235,0.46827202918022637,0.5838272707883687
63,0.32804660579723444,0.5351049820269187,0.520645959657586
64,0.3140880526426082,0.5033331870094059,0.5412952276806724
65,0.3415747356856753,0.48311606378067196,0.5702065598052475
66,0.32362633939078433,0.4862213437482128,0.5693178180028055
67,0.3064822895314268,0.4398286330887652,0.6125572069403497
68,0.30063624471007944,0.4485201746460021,0.6045471606037669
69,0.30649900466263413,0.4338817817019665,0.6173727749571005
70,0.3183246870079117,0.4981864890245002,0.5574201322192203
71,0.3110513186944511,0.4945237674112395,0.5482923950065799
72,0.28899143433164737,0.4564447963800956,0.5953932815394922
73,0.2761903633335549,0.4293270086444269,0.6213405026898383
74,0.2905442724247017,0.46678196703355146,0.5845451698978037
75,0.26488830011808323,0.48036882023173055,0.5721847800034158
76,0.28250947018305145,0.4601255129641435,0.5920302063206908
77,0.25904600283425894,0.4823429399118649,0.5716382357071008
78,0.2658589027508466,0.5044758324548015,0.5395298725558473
79,0.2815941499624558,0.5396286190494778,0.5173304380374552
80,0.2740964969258031,0.4627499962885549,0.5742944273758768
81,0.25717567370267574,0.4616237646482122,0.5911696443755602
82,0.25420707942010884,0.4620208960818493,0.5919923096171142
83,0.24715546905277727,0.44657268017295776,0.5882578518140473
84,0.24162811231995393,0.4948304131275087,0.5626584061131568
85,0.23228267271198585,0.4703099722937336,0.5826434601601856
86,0.21954133525819244,0.45945898214663106,0.5939579250755193
87,0.2184414389675748,0.43429133366412065,0.6018717408740173
88,0.24431636176988453,0.47306955670277906,0.56782608839785
89,0.23934505333403547,0.47641125204056267,0.5793740267227414
90,0.24411638340873565,0.4643523808070055,0.5897780676972308
91,0.22389979028928733,0.45997967858483474,0.5936516204433099
92,0.2166653504830324,0.44526649061150436,0.5903588235549926
93,0.20868871589461882,0.45966295522498335,0.5960684022650923
94,0.23237575450258885,0.511500703537558,0.5449046320025496
95,0.20768640939900296,0.4614582897171261,0.5913706927063276
96,0.19284782285441857,0.4660862769902222,0.5897243580467934
97,0.201108299554111,0.501024030090317,0.5551940793710296
98,0.22494667962581696,0.48622969215310463,0.5697962413965965
99,0.22514244645296452,0.4496342908209703,0.6061985808473227
100,0.19720427533667648,0.44969514950992556,0.6019595152909517
